"Identifiant opération";"Localisation station de mesure";"Code station";"X";"Y";"Identifiant point prélèvement";"Date réalisation";"Débit mesuré (m3/s)";"Débit station hydro (m3/s)";"Distance interpoint (m)";"Largeur plein bord évaluée (m)";"Largeur mouillée évaluée (m)";"Longueur réelle opération (m)";"Longueur théorique opération (m)";"Pente ligne d'eau (‰)";"Pente ligne d'eau évaluée";"Description habitat marginaux";"Continuité ripisylve rive gauche";"Continuité ripisylve rive droite";"Nom réseau de mesure";"Observations";"Version protocole";"Structure responsable";"Cours d'eau";"Nombre transect";"D16 (mm)";"D50 (mm)";"D84 (mm)";"Indice Folk et Ward";"Indice Fredle";"Surface mouillée Q1 (m2)";"Largeur mouillée Q1 (m)";"Périmètre mouillé Q1 (m)";"Profondeur maximum Q1 (m)";"Profondeur moyenne Q1 (m)";"Rayon hydraulique Q1";"Rapport largeur/Profondeur Q1";"Coefficient rugosité";"Surface mouillée Qb (m2)";"Largeur mouillée Qb (m)";"Périmètre mouillé Qb (m)";"Profondeur maximum Qb (m)";"Profondeur moyenne Qb (m)";"Rayon hydraulique Qb";"Rapport largeur/Profondeur Qb";"Force tractrice Qb  (N/m2)";"Débit plein bord (m3/s)";"Ecart type cote point";"Coefficient variation cote point";"Ecart type cote point en eau";"Coefficient variation cote point en eau";"Ecart type largeur mouillée Qb";"Coefficient variation largeur mouillée Qb";"Vitesse moyenne Qb (m/s)";"Ligne énergie Qb (m)";"Cote ligne énergie Qb";"Nombre de Froude Qb";"Puissance spécifique Qb (w/m2)";"Nombre de mouille";"Profondeur moyenne des mouilles (m)";"Nombre de berges total";"Nombre de berges artificialisées";"Score ripisylve";"Classe ripisylve";"% fines";"% graviers-cailloux";"% blocs-rochers";"Indice de Shannon granulo";"Surface BV (km2)";"Proportion de roche imperméable BV";"Code HER ou DOM dominant";"Nom HER ou DOM dominant";"Type DOM";"Coefficient de sinuosité";"Débit Q01 RHT (m3/s)";"Puissance Q01 RHT (w/m)";"Puissance spécifique Q01 RHT (w/m2)";"Station référence modèle";"Résidu modèle Largeur mouillée Qb";"Résidu modèle rapport largeur/profondeur Qb";"Résidu modèle profondeur mouilles";"Résidu modèle profondeur Qb";"Résidu modèle pente ligne d'eau";"Résidu modèle surface mouillée Qb";"Résidu standardisé modèle largeur mouillée Qb";"Résidu standardisé modèle rapport largeur/profondeur Qb";"Résidu standardisé modèle profondeur mouilles";"Résidu standardisé modèle profondeur Qb";"Résidu standardisé modèle pente ligne d'eau";"Résidu standardisé modèle surface mouillée Qb";"IMG";"Modèle référence IMG";"Classe écart IMG"
230;"LA RHONELLE À MARESCHES (59)";"01029000";738850;7022292;165958;2010-08-26;0,246;0,439;0,7;8,2;4,8;113;NA;0,88;NA;"";"bosquets éparses";"continue";NA;"le radier de la limite aval est un radier artificiel constitué de dechets de briques et divers matériaux de construction. Le colmatage a été évalué en 2011";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rhonelle";15;36;61;108,32;0,753;42,143;2,113;4,512;4,903;0,69;0,473;0,427;8,043;6,915;9,25;8,459;9,633;1,835;1,123;0,976;4,784;8,426;1,867;0,723;0,007;0,267;0,568;1,76;0,208;0,204;1,837;101,097;0,062;1,988;2;0,305;30;0;0,39;4;66,355;25,234;8,411;1,837;84,88;0,011;9;"TABLES CALCAIRES";0;1,07;4,596;39,676;4,69;0;0,009;-0,373;0,437;0,386;-1,051;0,297;0,035;-0,977;0,926;1,135;-1,304;0,655;5,033;"TABLES CALCAIRES";"faible"
231;"LA SOLRE À FERRIÈRE LA PETITE (59)";"01009000";772331;7015539;165947;2010-09-30;0,401;NA;0,9;10;6,3;140;NA;0,43;NA;"";"isolée";"semi-continue";NA;"Colmatage évalué en 2011";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Solre";15;32;51;81,16;0,682;37,019;3,828;7,054;7,481;0,837;0,561;0,523;9,443;7,779;16,728;10,96;12,513;2,297;1,536;1,333;4,84;5,623;3,268;0,881;0,009;0,291;0,535;2,625;0,24;0,203;2,3;101,432;0,053;1,316;4;0,242;30;0;NA;3;72,5;22,5;5;1,687;96,65;0,152;22;"ARDENNES";0;1,53;5,363;22,623;2,064;0;0,19;-0,407;0,09;0,576;-1,826;0,759;0,998;-1,571;0,433;2,545;-2,134;2,259;9,939;"Colinéen Est";"tres fort"
232;"LE CLIGNEUX À SAINT RÉMY DU NORD (59)";"01001452";764293;7015180;165940;2010-10-06;0,257;0,32;0,5;11,4;4,1;160;NA;5,125;NA;"";"continue";"continue";NA;"Colmatage évalué en 2011";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Cligneux";15;9;14;23,32;0,662;10,677;1,434;4,072;4,37;0,582;0,354;0,327;7,593;5,277;12,387;12,008;13,168;2,117;1,037;0,944;5,723;47,436;4,501;0,776;0,008;0,216;0,619;1,432;0,119;0,368;2,124;101,133;0,116;19,081;5;0,102;30;0;0,65;3;58,12;41,88;0;1,509;30,99;0,204;22;"ARDENNES";0;1,12;0,144;7,24;0,603;0;0,623;-0,221;-0,472;0,816;0,336;1,117;3,159;-0,889;-0,766;3,544;0,155;3,256;11,769;"Colinéen Est";"tres fort"
236;"ERVE à CHAMMES";"04119750";449521;6781330;121598;2010-08-23;0,223;0,213;0,85;8;6;112;NA;3;NA;"";"bosquets éparses";"bosquets éparses";NA;"Station hydro situé à Voutré (quelques km en amont)";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Erve";15;31;47;67;0,53;34,084;1,483;5,953;6,099;0,365;0,241;0,233;18,111;7,244;6,152;8,199;8,74;1,013;0,754;0,7;8,206;20,594;1,924;0,405;0,004;0,141;0,562;2,307;0,281;0,34;1,019;100,486;0,126;7,464;3;0,19;30;4;0,087;4;25;60,714;14,286;2,086;102,04;1;12;"ARMORICAIN";0;1,31;7,487;220,342;26,874;0;-0,24;0,046;0,173;-0,291;0,384;-0,497;-1,107;0,169;0,421;-1,448;0,373;-1,587;5,104;"ARMORICAIN";"faible"
237;"BLAVET à KERIEN";"04190650";237735;6828361;127529;2010-07-12;0,059;0,043;0,47;4,5;3,3;63;NA;4,9;NA;"";"bosquets éparses";"semi-continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Blavet";15;5;13,5;62,16;1,775;6,934;0,526;3,268;3,417;0,261;0,158;0,149;15,349;5,702;4,108;5,339;6,304;1,073;0,775;0,653;5,037;31,368;1,233;0,432;0,004;0,115;0,71;0,774;0,145;0,308;1,078;100,656;0,113;11,363;3;0,2;30;0;0,101;1;64,348;33,913;1,739;1,68;19,17;1;12;"ARMORICAIN";0;1,24;1,778;85,467;16,008;0;0,026;-0,183;0,533;0,201;-0,011;0,254;0,121;-0,666;1,294;1,002;-0,011;0,812;3,906;"ARMORICAIN";"tres faible"
238;"ARZ à MOLAC";"04199865";293236;6749116;128778;2010-09-27;NA;0,033;1,2;12,5;8,1;175;NA;2,6;NA;"";"semi-continue";"bosquets éparses";NA;"Etiage sévère
Bâton A1 non retrouvé";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Arz";15;10,84;23;43,16;1,111;13,631;1,735;7,608;7,722;0,32;0,215;0,211;28,824;1,051;13,654;11,904;12,753;1,499;1,144;1,066;8,009;27,181;0,764;0,589;0,006;0,145;0,628;2,045;0,172;0,058;1,499;100,951;0,018;1,676;3;0,178;30;0;0,487;3;41,964;50;8,036;1,925;161,4;1;12;"ARMORICAIN";0;1,07;16,76;427,481;35,91;0;-0,058;-0,049;0,021;-0,018;0,483;-0,017;-0,266;-0,178;0,052;-0,089;0,469;-0,054;1,107;"ARMORICAIN";"tres faible"
239;"AFF à QUELNEUC";"04199490";322522;6759790;128687;2010-09-27;NA;0,056;1,4;14;9,6;196;NA;1,6;NA;"";"semi-continue";"bosquets éparses";NA;"Réalisation reportée pour raison météo
Etiage sévère
Débit non mesuré faute de temps et station de mesure toute proche";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aff";15;8,84;16;31,16;0,947;10,497;1,168;8,831;8,884;0,235;0,13;0,129;42,917;4,692;15,982;15,922;16,6;1,305;1,015;0,971;12,287;15,236;2,94;0,46;0,005;0,087;0,68;3,415;0,214;0,188;1,307;100,915;0,06;3,009;6;0,084;30;1;0,487;3;21,678;77,622;0,699;1,937;345,58;1;12;"ARMORICAIN";0;1,29;33,413;524,45;32,938;0;-0,083;0,261;-0,875;-0,354;0,401;-0,386;-0,385;0,951;-2,122;-1,764;0,389;-1,23;6,842;"ARMORICAIN";"moyen"
240;"PONT DU ROC'H OU GOAH GUILLERM À NOSTANG";"04194500";237244;6758858;127859;2010-09-28;0,044;NA;1,1;9,5;7,9;133;NA;3,2;NA;"";"bosquets éparses";"bosquets éparses";NA;"Opération effectuée à la suite de la PE
Pas de station hydrométrique sur ce cours d'eau";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Pont du roc'h ou goah guillerm";15;4,84;20,5;41;1,669;6,3;1,05;5,741;5,848;0,292;0,184;0,179;31,739;2,335;6,388;8,5;9,147;0,995;0,763;0,706;9,005;22,17;0,669;0,399;0,004;0,164;0,91;1,696;0,2;0,109;0,996;100,491;0,04;2,572;2;0,313;30;3;0,433;3;31,373;44,118;24,51;2,046;53,35;1;12;"ARMORICAIN";0;1,13;6,846;214,91;25,283;0;0,066;0,24;0,791;-0,14;0,105;-0,011;0,303;0,872;1,919;-0,695;0,102;-0,036;3,928;"ARMORICAIN";"tres faible"
241;"OUST à SAINT-MARTIN-DES-PRES";"04195400";258223;6818971;128066;2010-07-13;0,036;0,045;0,4;4,6;2,9;65;NA;2,5;NA;"";"isolée";"continue";NA;"Station rectiligne à l'aval de la station de jaugeaage. RG = prairie et RD = haie bocagère naturelle. Faible diversité de faciès";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Oust";15;2,84;8;17;1,653;4,152;0,712;3,275;3,466;0,308;0,219;0,206;11,155;2,903;4,292;4,579;5,821;1,225;0,942;0,735;3,739;18,026;0,507;0,467;0,005;0,089;0,406;0,792;0,173;0,121;1,226;100,832;0,04;2,798;3;0,071;30;0;0,31;1;35,78;63,303;0,917;1,648;28,43;1;12;"ARMORICAIN";0;1,01;0,637;15,622;3,412;0;-0,291;-0,542;-0,576;0,231;-0,475;0,026;-1,344;-1,972;-1,398;1,153;-0,462;0,083;6,413;"ARMORICAIN";"moyen"
242;"RANCE à EREAC";"04164758";304012;6807797;123905;2010-09-10;0,107;0,174;0,8;7,8;5,6;110;NA;2,6;NA;"";"espacée-régulière";"espacée-régulière";NA;"Relevés fait à la suite de la PE.
Ripisylve récemment éclaicie";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rance";15;16;30;50;0,947;19,518;0,711;4,244;4,424;0,259;0,171;0,162;20,13;9,94;6,547;6,75;7,815;1,33;0,979;0,84;5,147;21,427;2,954;0,576;0,006;0,118;0,68;1,043;0,155;0,457;1,341;100,94;0,148;11,405;3;0,212;30;0;0,325;3;10,976;81,707;7,317;1,949;66,27;1;12;"ARMORICAIN";0;1,07;4,227;107,814;15,972;0;-0,255;-0,353;0,361;0,094;0,012;-0,137;-1,177;-1,286;0,875;0,468;0,012;-0,436;4,254;"ARMORICAIN";"tres faible"
243;"LIE à PLUMIEUX";"04196008";279750;6794119;128151;2010-09-09;0,748;0,878;1,9;16;12,8;224;NA;1,5;NA;"";"semi-continue";"bosquets éparses";NA;"Protocole réalisé à la suite de la PE";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Lie";15;26;40;75,32;0,76;32,104;4,382;10,264;10,542;0,602;0,431;0,417;20,794;7,898;34,206;15,229;17,052;2,855;2,266;2,01;5,401;29,577;16,665;1,323;0,013;0,242;0,571;2,293;0,151;0,492;2,867;102,097;0,105;16,424;3;0,232;30;3;0,487;3;17,582;56,044;26,374;2,006;374,85;1;12;"ARMORICAIN";0;1,16;26,638;391,978;25,74;0;-0,162;-0,573;0,131;0,408;0,379;0,319;-0,746;-2,085;0,317;2,031;0,368;1,019;6,566;"ARMORICAIN";"moyen"
244;"HORN à MESPAUL";"04174520";184296;6857913;125299;2010-07-06;0,329;0,359;0,65;6,4;4,5;90;NA;2;NA;"";"continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Horn";15;2;7,5;33,48;1,802;2,955;0,99;4,005;4,217;0,373;0,25;0,237;11,323;19,429;5,443;6,13;7,093;1,257;0,895;0,77;4,907;15,101;3,972;0,495;0,005;0,11;0,441;0,696;0,114;0,732;1,284;100,821;0,248;12,865;3;0,096;30;0;1,299;2;43,75;55,208;1,042;1,763;38,22;1;12;"ARMORICAIN";0;1,08;2,384;46,774;7,63;0;-0,122;-0,316;-0,334;0,18;-0,542;0,059;-0,565;-1,15;-0,811;0,897;-0,526;0,188;4,138;"ARMORICAIN";"tres faible"
245;"QUEFFLEUTH À SAINT-MARTIN-DES-CHAMPS";"04174250";196106;6850003;125182;2010-07-07;0,338;0,492;0,85;9,3;6;130;NA;9,6;NA;"";"semi-continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Queffleuth";15;20,84;46;80;0,969;28,37;1,241;4,916;5,116;0,418;0,253;0,241;12,516;7,183;12,226;9,302;10,61;1,894;1,31;1,148;4,923;108,128;9,434;0,805;0,008;0,149;0,583;1,001;0,108;0,788;1,926;100,883;0,221;96,539;4;0,115;30;0;1,007;2;13,386;33,858;52,756;1,505;94,89;1;12;"ARMORICAIN";0;1,1;6,896;649,438;69,82;0;-0,084;-0,453;-0,317;0,354;1,508;0,24;-0,386;-1,65;-0,769;1,764;1,465;0,765;6,799;"ARMORICAIN";"moyen"
246;"DOURDUFF à GARLAN";"04173737";201527;6855707;125107;2010-07-08;NA;0,129;0,6;6,63;4,1;93;NA;7,6;NA;"";"continue";"semi-continue";NA;"Débit non mesurée, station de jaugeage en amont immédiat du site.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Dourduff";15;27;55,5;107,16;0,894;36,047;0,779;3,691;3,889;0,351;0,208;0,195;12,986;5,647;4,288;5,729;6,495;1,071;0,755;0,663;5,493;49,422;1,605;0,447;0,004;0,159;0,754;0,94;0,164;0,383;1,079;100,375;0,142;21,402;2;0,286;30;1;0,595;2;21,101;57,798;21,101;2,185;44,19;1;12;"ARMORICAIN";0;1,2;3,096;230,825;40,293;0;-0,251;-0,226;0,734;-0,017;0,87;-0,28;-1,156;-0,821;1,781;-0,085;0,845;-0,893;5,581;"ARMORICAIN";"faible"
247;"GUILLEC à TREZILIDE";"04174660";179085;6858369;125329;2010-07-05;NA;0,3;0,9;7,4;6,13;104;NA;5,6;NA;"";"semi-continue";"semi-continue";NA;"Débit non mesuré, station de jaugeage juste à l'aval de la station";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Guillec";15;3,84;67;500;3,115;10,239;1,813;4,797;5,18;0,569;0,38;0,345;10,071;4,493;4,498;6,113;6,835;1,055;0,754;0,664;6,172;36,468;1,151;0,418;0,004;0,232;0,585;1,098;0,18;0,265;1,059;100,2;0,1;10,679;3;0,187;30;0;0,541;2;46,667;21,111;32,222;1,731;44,86;1;12;"ARMORICAIN";0;1,05;2,971;163,215;26,701;0;-0,192;-0,111;0,308;-0,036;0,573;-0,242;-0,886;-0,405;0,748;-0,18;0,556;-0,773;3,548;"ARMORICAIN";"tres faible"
248;"TUSSON à EVAILLE";"04108425";522303;6759253;120927;2010-08-17;0,004;0,114;0,27;3,15;1,9;54;NA;5,1;NA;"";"absence";"semi-continue";NA;"Les bâtons du deuxième radier ont été perdus.
Station hydro situé à une vingtaine de km en aval";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Tusson";15;10;29;55,8;1,199;11,148;0,318;2,045;2,161;0,209;0,139;0,13;12,378;0,688;2,307;4,008;4,678;0,845;0,58;0,493;4,854;24,657;0,071;0,311;0,003;0,114;0,737;0,579;0,145;0,032;0,845;100,524;0,014;0,899;4;0,132;30;0;0,231;4;25;71,667;3,333;2,096;21,25;0,721;9;"TABLES CALCAIRES";0;1,03;0,415;20,763;5,181;0;-0,315;-0,227;-0,252;-0,1;0,111;-0,363;-1,206;-0,594;-0,533;-0,294;0,138;-0,802;3,567;"TABLES CALCAIRES";"tres faible"
249;"VEGRE à EPINEU-LE-CHEVREUIL";"04119220";468262;6774575;121567;2010-08-18;0,296;0,743;1,5;13;10,8;182;NA;2,8;NA;"";"espacée-régulière";"bosquets éparses";NA;"Station hydro situé à environ 40 km en aval";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Vegre";15;40;80;130;0,82;49,606;4,39;10,314;10,549;0,656;0,445;0,429;23,593;2,239;13,962;12,73;13,514;1,475;1,118;1,045;9,426;28,717;1,704;0,563;0,006;0,33;0,794;2,244;0,176;0,126;1,476;100,565;0,039;3,776;5;0,109;30;0;0,271;3;27,523;60,55;11,927;2,094;201,19;0,559;12;"ARMORICAIN";0;1,38;9,623;264,325;20,763;0;-0,082;0,08;-0,509;-0,091;0,674;-0,147;-0,379;0,291;-1,234;-0,454;0,655;-0,468;3,482;"ARMORICAIN";"tres faible"
250;"AUNE À PONTVALLAIN";"04108736";490017;6742547;121038;2010-08-16;0,069;0,069;0,9;13,1;6,5;182;NA;1,3;NA;"";"semi-continue";"espacée-régulière";NA;"RD : peupleraie";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Aune";15;1;1;3,16;0,807;1,778;0,649;4,491;4,643;0,305;0,151;0,144;21,588;10,747;8,767;12,68;13,376;1,221;0,702;0,663;10,622;8,458;2,583;0,405;0,004;0,13;0,855;1,992;0,157;0,297;1,225;100,801;0,114;2,654;4;0,185;30;0;0,31;4;100;0;0;0,741;143,07;0,118;9;"TABLES CALCAIRES";0;1,12;6,043;77,066;6,078;0;0,255;0,375;-0,117;-0,131;-0,436;-0,031;0,975;0,984;-0,247;-0,385;-0,541;-0,069;3,202;"TABLES CALCAIRES";"tres faible"
251;"RAU DE L'ANTONNIERE à SAINT-SATURNIN";"04115500";488236;6777288;121292;2010-08-19;0,113;NA;0,5;6,5;4,7;91;NA;2;NA;"";"bosquets éparses";"espacée-régulière";NA;"- Pas de radir naturel => pas de mesure de la granulométrie
- Après ripisylve, il existe un remblais en RG et RD, de H > HpB
- Pas de station hydro sur le cours d'eau";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rau de l'antonniere";15;NA;NA;NA;NA;NA;2,136;6,16;6,4;0,52;0,349;0,335;12,148;2,453;8,288;8,229;9,117;1,37;1,007;0,908;6,028;17,806;0,852;0,475;0,005;0,146;0,425;0,826;0,1;0,104;1,371;100,763;0,033;2,05;3;0,103;30;0;0,144;4;81,752;12,409;5,839;0,898;104,4;0;9;"TABLES CALCAIRES";0;1,19;2,049;40,201;4,885;0;-0,081;-0,161;-0,667;0,05;-0,141;0,078;-0,312;-0,423;-1,413;0,148;-0,175;0,172;2,643;"TABLES CALCAIRES";"tres faible"
252;"ERNEE à LARCHAMP";"04125500";407540;6810430;121876;2010-07-12;NA;0,486;0,7;5,3;5,06;74;NA;1,42;NA;"";NA;NA;NA;"Station hydro proche donc pas de mesure du débit lors de l'opération";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ernee";15;20;30,5;121,44;1,193;24,847;1,314;4,387;4,687;0,477;0,301;0,279;10,768;22,99;4,892;5,681;6,543;1,176;0,875;0,751;4,944;10,458;3,501;0,5;0,005;0,168;0,548;1,311;0,231;0,742;1,205;100,675;0,255;9,021;5;0,17;30;2;NA;NA;81,053;11,579;7,368;1,305;47,37;1;12;"ARMORICAIN";0;1,05;2,523;35,146;6,187;0;-0,288;-0,342;0,205;0,058;-0,771;-0,196;-1,328;-1,243;0,496;0,289;-0,749;-0,625;4,731;"ARMORICAIN";"faible"
253;"ANGE A BRION ";"06086100";897169;6566951;148809;2010-05-11;0,794;NA;1,15;11,5;8,3;161;NA;3,6;NA;"";"continue";"continue";NA;"Hausse du débit à partir du transect 8 et pendant la mesure de débit.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Ange";15;26;43;69,16;0,768;30,116;2,882;8,617;8,856;0,579;0,343;0,331;18,452;9,593;21,747;13,54;15,047;2,269;1,611;1,447;6,04;51,091;16,011;0,857;0,009;0,237;0,697;1,205;0,089;0,741;2,298;101,428;0,187;42,049;2;0,358;30;1;1,083;2;8,527;84,496;6,977;1,893;82,8;0,053;5;"JURA-PREALPES DU NORD";0;1,09;20,181;712,712;52,637;0;-0,245;-0,467;0,424;0,22;-0,656;0,027;-0,638;-1,38;0,709;0,997;-0,645;0,052;4,421;"JURA-PREALPES DU NORD";"tres faible"
254;"SIOULE à MONTFERMY";"04041700";685177;6531181;116821;2010-09-27;2,062;NA;2,3;19;16,3;266;NA;6,86;NA;"";"bosquets éparses";"espacée-régulière";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Sioule";15;60,52;101;162,48;0,722;70,059;5,228;15,292;15,512;0,583;0,356;0,349;30,815;9,613;19,38;20,695;21,232;1,341;0,953;0,925;16,124;62,225;14,645;0,764;0,008;0,216;0,623;6,341;0,306;0,802;1,376;99,881;0,264;51,492;3;0,324;30;4;0,072;4;12,844;55,046;32,11;2,07;475,56;0,999;3;"MASSIF CENTRAL SUD";0;1,1;31,925;2148,444;103,813;0;-0,155;0,405;-0,043;-0,54;0,636;-0,677;-0,657;1,875;-0,097;-2,156;0,925;-1,551;7,26;"MASSIF CENTRAL SUD";"moyen"
256;"SAUNADE à LANDOGNE";"04041760";672040;6531179;116855;2010-06-30;1,043;NA;1,2;10,1;8,3;142;NA;7,6;NA;"";"continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Saunade";15;20,84;57;119;1,778;28,237;2,128;7,643;7,797;0,423;0,28;0,274;18,818;13,319;6,759;9,739;10,169;0,952;0,697;0,666;10,309;49,688;5,988;0,487;0,005;0,135;0,49;0,945;0,097;0,893;0,993;100,032;0,343;46,225;5;0,091;30;0;0,65;2;25,688;63,303;11,009;1,912;101,32;1;21;"MASSIF CENTRAL NORD";0;1,11;4,566;340,423;34,955;0;-0,109;0,281;-0,575;-0,398;0,851;-0,469;-0,633;0,868;-1,285;-1,457;0,839;-1,457;6,539;"MASSIF CENTRAL NORD";"moyen"
257;"La Véronne en aval de Riom-ès-Montagnes (Amont du Rhue de Ch";"05068920";673790,1;6467529;138462;2011-07-01;0,321;NA;1;11,4;7,03;160;NA;20,47;NA;"";"continue";"bosquets éparses";NA;"un batonnet non retrouvé";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Veronne";15;70,4;177,5;301,16;1,1;95,92;1,425;6,782;6,938;0,421;0,213;0,208;17,037;4,484;14,477;14,95;15,93;1,558;0,983;0,927;9,63;186,128;8,83;1,098;0,011;0,144;0,686;3,114;0,208;0,634;1,579;99,525;0,208;123,52;5;0,071;30;0;0,541;2;4,242;27,273;68,485;1,637;50,6;1;3;"MASSIF CENTRAL SUD";0;1,03;7,237;1453,267;97,207;0;0,361;0,215;-0,847;0,134;0,707;0,415;1,525;0,996;-1,9;0,534;1,028;0,952;6,935;"MASSIF CENTRAL SUD";"moyen"
258;"HYROME à SAINT-LAMBERT-DU-LATTAY";"04133960";421792;6688594;122201;2010-07-28;0,04;0,054;0,7;8;4,9;112;NA;5,3;NA;"";"semi-continue";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Hyrome";15;24,52;54;105,8;1,035;29,655;0,734;5,589;5,676;0,238;0,131;0,128;31,45;2,955;7,658;8,794;9,552;1,152;0,872;0,796;7,746;41,371;1,415;0,445;0,004;0,106;0,806;2,334;0,265;0,2;1,154;100,619;0,069;8,993;4;0,138;30;0;0,595;3;7,914;70,504;21,583;2,071;152,78;0,995;12;"ARMORICAIN";0;1,03;11,65;605,718;68,877;0;-0,338;-0,074;-0,225;-0,267;1,166;-0,557;-1,558;-0,268;-0,546;-1,328;1,133;-1,778;6,612;"ARMORICAIN";"moyen"
259;"RAU DU BRIONNEAU à AVRILLE";"04132800";428240;6716935;122113;2010-07-28;0,001;0,005;0,4;6;2,9;84;NA;1,9;NA;"";"bosquets éparses";"semi-continue";NA;"Débit d'étiage sur la station particulièrement sévère. La mesure du débit n'a pu qu'être estimée, aucune mesure possible.";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Rau du brionneau";15;13,84;34;63,16;0,983;18,175;0,322;2,971;3,04;0,127;0,084;0,082;44,199;0,379;6,131;6,014;7,185;1,226;1,023;0,855;4,94;15,94;0,091;0,424;0,004;0,088;0,848;0,678;0,113;0,015;1,226;101,024;0,005;0,286;2;0,148;30;1;0,487;3;32,704;63,522;3,774;1,999;82,66;1;12;"ARMORICAIN";0;1,16;6,772;126,223;20,987;0;-0,462;-0,429;-0,039;-0,045;-0,185;-0,355;-2,133;-1,56;-0,095;-0,225;-0,179;-1,133;5,325;"ARMORICAIN";"faible"
260;"L'ESCHE À MARTINCOURT (SAINT-JEAN)";"02076180";915193;6865280;90610;2010-05-17;0,4;NA;1,35;12,1;10;168;NA;2,17;NA;"";"bosquets éparses";"continue";NA;"";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Esche";15;12;23;42,32;0,9;15,369;2,793;8,421;8,633;0,543;0,341;0,33;19,831;6,435;6,167;10,661;11,047;0,894;0,6;0,574;13,075;12,218;1,277;0,383;0,004;0,212;0,628;2,576;0,242;0,218;0,897;100,17;0,094;2,701;4;0,282;30;0;NA;2;28,571;65,306;6,122;2,214;129,75;0;10;"COTES CALCAIRES EST";0;1,07;7,366;156,805;14,708;0;0,041;0,569;0,028;-0,473;0,029;-0,469;0,204;2,186;0,081;-1,988;0,033;-1,301;5,793;"COTES CALCAIRES EST";"faible"
261;"LAYON À CLERE-SUR-LAYON";"04133200";445359;6673971;122154;2010-07-27;NA;0,001;0,75;8,43;5,23;112;NA;1,16;NA;"";"continue";"semi-continue";NA;"Pas de débit mesuré : station hydro proche";"2009-2016";"OFFICE FRANCAIS DE LA BIODIVERSITE";"Layon";15;19,84;35;54,16;0,893;23,596;0,981;4,977;5,09;0,278;0,192;0,187;20,952;0,092;10,497;8,448;9,771;1,614;1,252;1,078;5,254;12,269;0,034;0,604;0,006;0,126;0,622;1,069;0,127;0,003;1,614;101,268;0,001;0,047;3;0,108;30;0;0,595;3;28,319;44,248;27,434;2,01;30,37;1;12;"ARMORICAIN";0;1,12;3,785;43,072;5,099;0;0,294;-0,212;-0,17;0,49;-1,208;0,875;1,356;-0,772;-0,412;2,441;-1,174;2,791;8,945;"ARMORICAIN";"fort"
